,createdAt,platformId,platformCode,channelId,channelCode,deviceCategory,total,tax,delivery,revenue,profit,quantity
523,2020-01-27,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,1202,252,116,1082,0.0,4
524,2020-01-27,308_heurekacz,HeurekaCz,308_heureka,heureka,mobile,662,139,116,546,0.0,1
525,2020-01-27,308_notset,notset,308_direct,direct,desktop,8905,1870,580,8505,0.0,15
526,2020-01-27,308_notset,notset,308_direct,direct,mobile,1797,377,0,1797,0.0,1
527,2020-01-27,308_notset,notset,308_direct,direct,tablet,2375,499,116,2304,0.0,6
528,2020-01-27,308_notset,notset,308_organic,organic,desktop,15885,3335,1185,14714,0.0,26
529,2020-01-27,308_notset,notset,308_organic,organic,mobile,1332,280,116,1234,0.0,2
530,2020-01-27,308_notset,notset,308_organic,organic,tablet,3885,816,257,3627,0.0,2
531,2020-01-27,308_notset,notset,308_referral,referral,desktop,740,155,141,564,0.0,2
532,2020-01-27,308_notset,notset,308_referral,referral,mobile,228,48,116,112,0.0,1
533,2020-01-27,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,26126,5486,691,25998,0.0,13
534,2020-01-27,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,3794,797,348,3432,0.0,7
535,2020-01-27,308_silverpop,Silverpop,308_emailing,emailing,desktop,87365,18348,4013,86913,0.0,51
536,2020-01-27,308_silverpop,Silverpop,308_emailing,emailing,mobile,5725,1203,696,5000,0.0,13
537,2020-01-27,308_silverpop,Silverpop,308_emailing,emailing,tablet,3939,827,140,3993,0.0,3
538,2020-01-27,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,11152,2341,605,10459,0.0,23
539,2020-01-27,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,303,64,116,152,0.0,1
540,2020-01-27,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,10105,2122,611,10045,0.0,8
541,2020-01-28,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,20216,4245,372,20557,0.0,18
542,2020-01-28,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,29143,6122,1790,27093,0.0,40
543,2020-01-28,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,16241,3409,1442,14547,0.0,21
544,2020-01-28,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,933,196,116,781,0.0,1
545,2020-01-28,308_adwords,AdWords,308_adwords_rem,adwords_rem,mobile,9646,2026,200,9939,0.0,2
546,2020-01-28,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,653,137,116,501,0.0,1
547,2020-01-28,308_notset,notset,308_direct,direct,desktop,25554,5367,1044,24880,0.0,102
548,2020-01-28,308_notset,notset,308_direct,direct,mobile,2247,472,232,1944,0.0,3
549,2020-01-28,308_notset,notset,308_organic,organic,desktop,27177,5707,1012,26767,0.0,22
550,2020-01-28,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,4847,1018,116,4728,0.0,6
551,2020-01-28,308_silverpop,Silverpop,308_emailing,emailing,desktop,29231,6138,1417,28128,0.0,50
552,2020-01-28,308_silverpop,Silverpop,308_emailing,emailing,mobile,2268,476,232,2029,0.0,4
553,2020-01-28,308_silverpop,Silverpop,308_emailing,emailing,tablet,4168,876,232,4013,0.0,21
554,2020-01-28,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,9676,2033,630,9056,0.0,12
555,2020-01-28,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,2734,574,116,2583,0.0,2
556,2020-01-28,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,1459,307,232,1157,0.0,2
557,2020-01-28,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,2088,438,232,1856,0.0,3
558,2020-01-28,308_sklik,Sklik,308_sklik_rem,sklik_rem,mobile,1349,283,116,1197,0.0,1
559,2020-01-28,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,5474,1150,232,5224,0.0,7
560,2020-01-29,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,58686,12326,1964,58289,0.0,96
561,2020-01-29,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,37862,7951,1675,36454,0.0,43
562,2020-01-29,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,14530,3054,1237,13223,0.0,15
563,2020-01-29,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,10820,2272,464,10903,0.0,14
564,2020-01-29,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,781,164,141,605,0.0,1
565,2020-01-29,308_notset,notset,308_direct,direct,desktop,20774,4297,1367,19930,0.0,42
566,2020-01-29,308_notset,notset,308_direct,direct,tablet,1677,352,116,1525,0.0,3
567,2020-01-29,308_notset,notset,308_organic,organic,desktop,27302,5732,1503,25877,0.0,23
568,2020-01-29,308_notset,notset,308_organic,organic,mobile,16352,3434,491,16989,0.0,12
569,2020-01-29,308_notset,notset,308_referral,referral,desktop,1060,223,116,975,0.0,4
570,2020-01-29,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,4346,913,232,4272,0.0,8
571,2020-01-29,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,tablet,2894,608,116,2778,0.0,8
572,2020-01-29,308_silverpop,Silverpop,308_emailing,emailing,desktop,60359,12676,2536,59888,0.0,98
573,2020-01-29,308_silverpop,Silverpop,308_emailing,emailing,mobile,20549,4315,1263,20420,0.0,16
574,2020-01-29,308_silverpop,Silverpop,308_emailing,emailing,tablet,5498,1154,232,5424,0.0,5
575,2020-01-29,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,17937,3766,1313,16855,0.0,27
576,2020-01-29,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,5920,1243,200,5752,0.0,4
577,2020-01-29,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,1227,258,116,1075,0.0,1
578,2020-01-30,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,20374,4278,1296,18954,0.0,26
579,2020-01-30,308_adwords,AdWords,308_adwords_bra,adwords_bra,tablet,767,161,141,626,0.0,1
580,2020-01-30,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,35967,7554,2096,34128,0.0,79
581,2020-01-30,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,21915,4603,1093,21026,0.0,23
582,2020-01-30,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,996,209,116,845,0.0,1
583,2020-01-30,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,1999,420,116,1847,0.0,2
584,2020-01-30,308_adwords,AdWords,308_adwords_sea,adwords_sea,desktop,643,135,116,491,0.0,2
585,2020-01-30,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,1208,254,116,1057,0.0,1
586,2020-01-30,308_heurekacz,HeurekaCz,308_heureka,heureka,mobile,827,174,116,676,0.0,1
587,2020-01-30,308_notset,notset,308_direct,direct,desktop,58194,12221,1815,56565,0.0,41
588,2020-01-30,308_notset,notset,308_direct,direct,mobile,6771,1422,200,6829,0.0,3
589,2020-01-30,308_notset,notset,308_direct,direct,tablet,1057,222,0,1088,0.0,2
590,2020-01-30,308_notset,notset,308_internal,internal,desktop,10266,2552,232,10192,0.0,22
591,2020-01-30,308_notset,notset,308_organic,organic,desktop,18462,3878,1093,17765,0.0,23
592,2020-01-30,308_notset,notset,308_organic,organic,mobile,2820,592,141,2644,0.0,4
593,2020-01-30,308_notset,notset,308_organic,organic,tablet,585,123,116,434,0.0,1
594,2020-01-30,308_notset,notset,308_referral,referral,desktop,929,195,116,778,0.0,4
595,2020-01-30,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,1765,371,116,1666,0.0,2
596,2020-01-30,308_silverpop,Silverpop,308_emailing,emailing,desktop,78987,16588,3350,79046,0.0,107
597,2020-01-30,308_silverpop,Silverpop,308_emailing,emailing,mobile,4224,887,373,3904,0.0,9
598,2020-01-30,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,4475,939,464,3914,0.0,12
599,2020-01-30,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,3850,809,116,3928,0.0,3
600,2020-01-30,308_sklik,Sklik,308_sklik_bra,sklik_bra,tablet,644,135,116,493,0.0,1
601,2020-01-30,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,3174,666,232,2906,0.0,3
602,2020-01-30,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,4802,1009,282,4711,0.0,7
603,2020-01-30,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,8883,1865,398,8678,0.0,5
604,2020-01-30,308_zbozicz,ZboziCz,308_zbozi,zbozi,mobile,1948,409,116,1797,0.0,1
605,2020-01-31,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,60736,12755,1612,59114,0.0,48
606,2020-01-31,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,16666,3500,1410,15492,0.0,27
607,2020-01-31,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,7598,1595,630,6859,0.0,13
608,2020-01-31,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,1805,379,116,1699,0.0,4
609,2020-01-31,308_notset,notset,308_direct,direct,desktop,47078,9887,1448,45624,0.0,62
610,2020-01-31,308_notset,notset,308_facebook,facebook,desktop,708,149,116,592,0.0,1
611,2020-01-31,308_notset,notset,308_organic,organic,desktop,28165,5914,977,27945,0.0,21
612,2020-01-31,308_notset,notset,308_referral,referral,desktop,4511,947,0,4543,0.0,2
613,2020-01-31,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,33732,7085,1654,32499,0.0,16
614,2020-01-31,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,8029,1686,116,8139,0.0,2
615,2020-01-31,308_silverpop,Silverpop,308_emailing,emailing,desktop,67709,14217,2910,65996,0.0,111
616,2020-01-31,308_silverpop,Silverpop,308_emailing,emailing,mobile,3617,760,348,3195,0.0,4
617,2020-01-31,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,20606,4327,837,19648,0.0,34
618,2020-01-31,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,2324,488,116,2218,0.0,5
619,2020-01-31,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,397,83,116,246,0.0,1
620,2020-02-01,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,3545,745,257,3218,0.0,2
621,2020-02-01,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,5306,1115,605,4640,0.0,20
622,2020-02-01,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,9892,2078,862,8860,0.0,18
623,2020-02-01,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,3540,743,257,3290,0.0,5
624,2020-02-01,308_notset,notset,308_direct,direct,desktop,13563,2848,397,13158,0.0,23
625,2020-02-01,308_notset,notset,308_direct,direct,mobile,3128,657,0,3275,0.0,7
626,2020-02-01,308_notset,notset,308_organic,organic,desktop,5243,1101,721,4376,0.0,16
627,2020-02-01,308_notset,notset,308_referral,referral,desktop,1230,258,232,928,0.0,2
628,2020-02-01,308_notset,notset,308_referral,referral,mobile,2853,599,116,2754,0.0,2
629,2020-02-01,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,11487,2413,513,11095,0.0,18
630,2020-02-01,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,4484,942,259,4222,0.0,2
631,2020-02-01,308_silverpop,Silverpop,308_emailing,emailing,desktop,27399,5754,1558,26587,0.0,48
632,2020-02-01,308_silverpop,Silverpop,308_emailing,emailing,mobile,1231,258,257,903,0.0,2
633,2020-02-01,308_sklik,Sklik,308_sklik_bra,sklik_bra,tablet,2073,435,116,1921,0.0,3
634,2020-02-01,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,310,65,116,158,0.0,1
635,2020-02-02,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,24578,5162,1431,24628,0.0,36
636,2020-02-02,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,21749,4568,141,21605,0.0,30
637,2020-02-02,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,21194,4450,1667,19582,0.0,22
638,2020-02-02,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,11705,2458,1093,10839,0.0,24
639,2020-02-02,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,869,183,0,901,0.0,2
640,2020-02-02,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,4893,1028,257,4565,0.0,2
641,2020-02-02,308_notset,notset,308_direct,direct,desktop,33359,7007,1972,33312,0.0,50
642,2020-02-02,308_notset,notset,308_direct,direct,mobile,3078,647,574,2521,0.0,3
643,2020-02-02,308_notset,notset,308_direct,direct,tablet,3409,716,232,3187,0.0,10
644,2020-02-02,308_notset,notset,308_organic,organic,desktop,8222,1726,464,7755,0.0,16
645,2020-02-02,308_notset,notset,308_organic,organic,mobile,650,136,116,498,0.0,2
646,2020-02-02,308_notset,notset,308_referral,referral,desktop,1743,366,232,1440,0.0,5
647,2020-02-02,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,25171,5286,1185,25047,0.0,21
648,2020-02-02,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,2350,493,232,2046,0.0,4
649,2020-02-02,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,tablet,6513,1368,116,6837,0.0,2
650,2020-02-02,308_silverpop,Silverpop,308_emailing,emailing,desktop,38249,8033,1802,37836,0.0,69
651,2020-02-02,308_silverpop,Silverpop,308_emailing,emailing,mobile,5918,1242,232,5879,0.0,17
652,2020-02-02,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,17138,3599,464,17318,0.0,21
653,2020-02-02,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,3098,651,116,3129,0.0,7
654,2020-02-02,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,268,56,116,116,0.0,1
655,2020-02-02,308_sklik,Sklik,308_sklik_sea,sklik_sea,mobile,998,209,141,821,0.0,1
656,2020-02-02,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,3079,646,232,2864,0.0,6
657,2020-02-03,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,36407,7645,1552,35381,0.0,80
658,2020-02-03,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,9488,1992,348,10609,0.0,6
659,2020-02-03,308_adwords,AdWords,308_adwords_bra,adwords_bra,tablet,1384,291,116,1268,0.0,1
660,2020-02-03,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,42406,8904,2303,39863,0.0,54
661,2020-02-03,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,6460,1355,721,5821,0.0,18
662,2020-02-03,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,19545,4105,398,19041,0.0,7
663,2020-02-03,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,2790,586,257,2462,0.0,2
664,2020-02-03,308_notset,notset,308_direct,direct,desktop,48510,10131,2100,46979,0.0,112
665,2020-02-03,308_notset,notset,308_direct,direct,mobile,5853,1229,373,5485,0.0,23
666,2020-02-03,308_notset,notset,308_facebook,facebook,mobile,3790,796,116,3797,0.0,5
667,2020-02-03,308_notset,notset,308_notset,notset,mobile,7244,1521,116,7603,0.0,3
668,2020-02-03,308_notset,notset,308_organic,organic,desktop,11596,2437,837,10623,0.0,11
669,2020-02-03,308_notset,notset,308_organic,organic,mobile,5903,1239,232,5828,0.0,16
670,2020-02-03,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,1588,333,232,1354,0.0,3
671,2020-02-03,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,1583,332,116,1512,0.0,3
672,2020-02-03,308_silverpop,Silverpop,308_emailing,emailing,desktop,47961,10073,2313,46222,0.0,105
673,2020-02-03,308_silverpop,Silverpop,308_emailing,emailing,mobile,20498,4305,541,21021,0.0,7
674,2020-02-03,308_silverpop,Silverpop,308_emailing,emailing,tablet,1852,389,116,1701,0.0,3
675,2020-02-03,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,13129,2758,580,12679,0.0,16
676,2020-02-03,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,206,43,116,89,0.0,4
677,2020-02-03,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,4170,876,141,3994,0.0,1
678,2020-02-04,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,21514,4517,1612,19808,0.0,21
679,2020-02-04,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,8255,1734,316,8028,0.0,4
680,2020-02-04,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,55372,11626,3026,52430,0.0,71
681,2020-02-04,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,8900,1869,837,8031,0.0,17
682,2020-02-04,308_notset,notset,308_direct,direct,desktop,30992,6507,1533,29556,0.0,49
683,2020-02-04,308_notset,notset,308_direct,direct,mobile,3354,704,348,3012,0.0,5
684,2020-02-04,308_notset,notset,308_organic,organic,desktop,13082,2747,696,12434,0.0,18
685,2020-02-04,308_notset,notset,308_organic,organic,mobile,5475,1149,432,4969,0.0,7
686,2020-02-04,308_notset,notset,308_referral,referral,desktop,4508,947,116,4516,0.0,3
687,2020-02-04,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,25405,5334,1043,25820,0.0,22
688,2020-02-04,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,2021,424,116,1870,0.0,1
689,2020-02-04,308_silverpop,Silverpop,308_emailing,emailing,desktop,55132,11576,3594,51745,0.0,74
690,2020-02-04,308_silverpop,Silverpop,308_emailing,emailing,mobile,327,69,116,210,0.0,1
691,2020-02-04,308_silverpop,Silverpop,308_emailing,emailing,tablet,1532,322,141,1356,0.0,1
692,2020-02-04,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,25687,5395,1096,24612,0.0,34
693,2020-02-04,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,1217,256,116,1097,0.0,2
694,2020-02-04,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,800,168,116,680,0.0,2
695,2020-02-04,308_zbozicz,ZboziCz,308_zbozi,zbozi,mobile,4056,852,256,3957,0.0,6
696,2020-02-05,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,6596,1386,464,6134,0.0,20
697,2020-02-05,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,4694,985,232,4426,0.0,7
698,2020-02-05,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,38984,8185,2486,36550,0.0,52
699,2020-02-05,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,9431,1979,978,8311,0.0,21
700,2020-02-05,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,340,71,141,163,0.0,1
701,2020-02-05,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,2062,433,116,1956,0.0,2
702,2020-02-05,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,268,56,116,116,0.0,1
703,2020-02-05,308_notset,notset,308_direct,direct,desktop,66143,13890,2278,66083,0.0,45
704,2020-02-05,308_notset,notset,308_direct,direct,mobile,5482,1151,232,5257,0.0,5
705,2020-02-05,308_notset,notset,308_direct,direct,tablet,427,90,0,427,0.0,1
706,2020-02-05,308_notset,notset,308_facebook,facebook,desktop,973,204,116,853,0.0,2
707,2020-02-05,308_notset,notset,308_organic,organic,desktop,10569,2219,862,9717,0.0,43
708,2020-02-05,308_notset,notset,308_organic,organic,mobile,338,71,116,187,0.0,1
709,2020-02-05,308_notset,notset,308_referral,referral,desktop,3230,678,0,3276,0.0,2
710,2020-02-05,308_notset,notset,308_referral,referral,mobile,1079,227,116,962,0.0,1
711,2020-02-05,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,15406,3235,464,15420,0.0,18
712,2020-02-05,308_silverpop,Silverpop,308_emailing,emailing,desktop,34000,7140,1933,32693,0.0,98
713,2020-02-05,308_silverpop,Silverpop,308_emailing,emailing,mobile,5320,1117,316,4979,0.0,3
714,2020-02-05,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,1898,399,232,1712,0.0,6
715,2020-02-05,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,3946,828,257,3812,0.0,11
716,2020-02-05,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,6300,1323,232,5997,0.0,11
717,2020-02-05,308_sklik,Sklik,308_sklik_sea,sklik_sea,mobile,826,174,116,707,0.0,3
718,2020-02-05,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,13991,2938,611,14478,0.0,15
719,2020-02-06,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,41146,8641,2666,38287,0.0,60
720,2020-02-06,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,1988,417,116,1836,0.0,2
721,2020-02-06,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,55971,11753,2524,54475,0.0,55
722,2020-02-06,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,13605,2858,1178,12418,0.0,27
723,2020-02-06,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,503,106,116,351,0.0,1
724,2020-02-06,308_firmycz,FirmyCz,308_zbozi,zbozi,desktop,3675,772,116,3524,0.0,1
725,2020-02-06,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,2129,447,116,2024,0.0,3
726,2020-02-06,308_notset,notset,308_direct,direct,desktop,55296,11592,955,56276,0.0,50
727,2020-02-06,308_notset,notset,308_internal,internal,desktop,2406,505,116,2290,0.0,4
728,2020-02-06,308_notset,notset,308_notset,notset,desktop,1596,335,116,1444,0.0,1
729,2020-02-06,308_notset,notset,308_organic,organic,desktop,13673,2871,953,12694,0.0,40
730,2020-02-06,308_notset,notset,308_referral,referral,mobile,614,129,116,498,0.0,3
731,2020-02-06,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,12326,2588,605,11701,0.0,23
732,2020-02-06,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,5109,1073,282,4946,0.0,11
733,2020-02-06,308_silverpop,Silverpop,308_emailing,emailing,desktop,64197,13480,2333,63665,0.0,50
734,2020-02-06,308_silverpop,Silverpop,308_emailing,emailing,mobile,1673,351,141,1564,0.0,3
735,2020-02-06,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,26122,5485,773,26571,0.0,12
736,2020-02-06,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,6498,1365,116,6505,0.0,5
737,2020-02-06,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,333,70,116,216,0.0,1
738,2020-02-06,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,701,147,116,549,0.0,1
739,2020-02-07,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,19275,4047,1153,18478,0.0,34
740,2020-02-07,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,2511,527,116,2391,0.0,6
741,2020-02-07,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,25873,5433,1751,24374,0.0,52
742,2020-02-07,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,3497,734,232,3292,0.0,16
743,2020-02-07,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,2059,432,116,1961,0.0,2
744,2020-02-07,308_notset,notset,308_direct,direct,desktop,36395,7643,1493,34967,0.0,50
745,2020-02-07,308_notset,notset,308_direct,direct,mobile,14270,2997,0,14270,0.0,1
746,2020-02-07,308_notset,notset,308_facebook,facebook,desktop,3094,650,257,2882,0.0,4
747,2020-02-07,308_notset,notset,308_internal,internal,desktop,36359,7635,259,38920,0.0,14
748,2020-02-07,308_notset,notset,308_notset,notset,desktop,2413,507,232,2226,0.0,3
749,2020-02-07,308_notset,notset,308_organic,organic,desktop,8671,1821,721,7877,0.0,14
750,2020-02-07,308_notset,notset,308_referral,referral,desktop,5138,1079,232,4958,0.0,6
751,2020-02-07,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,2360,496,232,2058,0.0,3
752,2020-02-07,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,2085,438,116,1979,0.0,8
753,2020-02-07,308_silverpop,Silverpop,308_emailing,emailing,desktop,39912,8381,2074,38900,0.0,65
754,2020-02-07,308_silverpop,Silverpop,308_emailing,emailing,mobile,4449,934,232,4181,0.0,4
755,2020-02-07,308_silverpop,Silverpop,308_emailing,emailing,tablet,2360,496,116,2261,0.0,6
756,2020-02-07,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,3468,729,348,3066,0.0,12
757,2020-02-07,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,2663,559,232,2394,0.0,2
758,2020-02-08,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,1722,361,232,1451,0.0,3
759,2020-02-08,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,3790,796,232,3532,0.0,8
760,2020-02-08,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,36122,7584,2224,34987,0.0,23
761,2020-02-08,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,5812,1221,812,4857,0.0,11
762,2020-02-08,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,1501,315,116,1395,0.0,4
763,2020-02-08,308_adwords,AdWords,308_adwords_rem,adwords_rem,mobile,2544,534,232,2272,0.0,5
764,2020-02-08,308_notset,notset,308_direct,direct,desktop,549,115,0,549,0.0,1
765,2020-02-08,308_notset,notset,308_direct,direct,mobile,4120,866,232,3818,0.0,2
766,2020-02-08,308_notset,notset,308_internal,internal,desktop,1234,333,116,1082,0.0,1
767,2020-02-08,308_notset,notset,308_notset,notset,desktop,2795,587,141,2654,0.0,1
768,2020-02-08,308_notset,notset,308_organic,organic,desktop,9355,1963,580,8967,0.0,28
769,2020-02-08,308_notset,notset,308_referral,referral,desktop,619,130,116,467,0.0,7
770,2020-02-08,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,1669,350,348,1214,0.0,3
771,2020-02-08,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,1360,286,116,1275,0.0,6
772,2020-02-08,308_silverpop,Silverpop,308_emailing,emailing,desktop,32868,6901,1345,32677,0.0,71
773,2020-02-08,308_silverpop,Silverpop,308_emailing,emailing,mobile,3145,661,372,2770,0.0,5
774,2020-02-08,308_silverpop,Silverpop,308_emailing,emailing,tablet,1233,259,0,1233,0.0,1
775,2020-02-08,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,479,101,116,328,0.0,1
776,2020-02-08,308_sklik,Sklik,308_sklik_sea,sklik_sea,mobile,817,172,116,697,0.0,4
777,2020-02-08,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,879,185,116,728,0.0,8
778,2020-02-09,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,17547,3685,664,16998,0.0,27
779,2020-02-09,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,505,106,116,389,0.0,1
780,2020-02-09,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,42434,8911,2183,40454,0.0,57
781,2020-02-09,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,12242,2571,696,11466,0.0,12
782,2020-02-09,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,1757,369,116,1672,0.0,4
783,2020-02-09,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,2590,544,232,2400,0.0,6
784,2020-02-09,308_adwords,AdWords,308_adwords_rem,adwords_rem,mobile,6992,1468,541,6892,0.0,13
